data,campanha,sub_id,categoria,status,orcamento_dia,gasto_sem_imposto,gasto_com_imposto,comissao_bruta,comissao_liquida,pedidos,diretos,cliques,impressoes,cpc,com_instagram,com_whatsapp,com_outros
2026-05-12,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,41.02,46.69,89.09,83.74,44,10,456,14964,0.09,76.81,6.13,6.15
2026-05-12,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,25.07,28.54,20.16,18.95,9,2,279,8371,0.09,17.37,1.83,0.96
2026-05-12,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,31.49,35.85,57.56,54.11,22,6,262,8613,0.12,48.46,6.34,2.76
2026-05-12,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,53.94,61.4,158.69,149.17,84,21,771,24492,0.07,133.53,16.07,9.09
2026-05-12,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,50.18,57.12,135.24,127.13,60,14,558,13830,0.09,118.14,10.88,6.22
2026-05-12,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.44,16.44,7.34,6.9,3,1,96,2468,0.15,6.27,0.75,0.32
2026-05-13,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,40.48,46.08,88.34,83.04,49,13,578,16878,0.07,72.04,10.67,5.63
2026-05-13,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,31.32,35.65,29.11,27.36,10,3,261,6085,0.12,24.76,2.96,1.39
2026-05-13,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,37.67,42.88,59.6,56.02,28,9,538,16709,0.07,52.1,5.2,2.3
2026-05-13,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,22.39,25.49,20.21,19.0,11,3,160,4488,0.14,16.59,2.59,1.03
2026-05-13,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,32.1,36.54,68.94,64.8,28,9,229,7559,0.14,58.86,7.36,2.72
2026-05-13,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,44.01,50.1,121.82,114.51,63,15,629,15334,0.07,101.87,12.4,7.55
2026-05-13,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,62.53,71.18,175.32,164.8,80,26,695,16212,0.09,144.64,21.57,9.11
2026-05-13,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.07,16.02,4.49,4.22,2,1,94,2355,0.15,3.8,0.47,0.22
2026-05-14,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,44.36,50.49,114.56,107.69,60,14,634,16824,0.07,94.13,14.14,6.29
2026-05-14,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,29.55,33.64,40.57,38.14,13,5,269,7927,0.11,34.68,4.35,1.54
2026-05-14,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,37.77,42.99,77.01,72.39,36,11,270,7883,0.14,66.83,7.17,3.01
2026-05-14,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.97,28.42,22.02,20.7,10,3,192,4505,0.13,19.21,1.81,1.0
2026-05-14,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,30.38,34.58,66.27,62.29,28,7,304,9366,0.1,56.23,6.31,3.73
2026-05-14,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,48.12,54.77,194.21,182.56,87,21,687,15827,0.07,165.92,18.91,9.38
2026-05-14,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,57.0,64.88,144.0,135.36,64,19,633,16087,0.09,121.1,13.54,9.36
2026-05-14,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,16.01,18.22,13.05,12.27,7,2,107,2406,0.15,10.92,1.56,0.57
2026-05-15,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,49.21,56.02,155.89,146.54,98,26,984,23161,0.05,131.73,18.25,5.91
2026-05-15,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,26.28,29.91,35.86,33.71,13,4,375,8605,0.07,29.96,3.46,2.44
2026-05-15,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,35.0,39.84,44.14,41.49,21,7,292,6566,0.12,36.75,4.64,2.75
2026-05-15,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,25.95,29.54,7.9,7.43,4,1,200,4446,0.13,6.57,0.94,0.39
2026-05-15,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,36.64,41.71,57.07,53.65,26,8,333,7768,0.11,48.25,5.97,2.85
2026-05-15,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,48.13,54.79,100.7,94.66,52,14,370,10708,0.13,85.46,10.02,5.22
2026-05-15,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,55.71,63.41,147.32,138.48,63,21,506,11832,0.11,125.38,15.37,6.57
2026-05-15,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.69,16.72,9.84,9.25,4,1,105,2786,0.14,8.17,1.03,0.64
2026-05-16,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,38.41,43.72,80.0,75.2,40,11,427,12301,0.09,66.48,8.23,5.29
2026-05-16,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,27.87,31.72,43.1,40.51,17,6,465,10715,0.06,36.73,4.28,2.09
2026-05-16,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,38.22,43.51,112.81,106.04,46,14,382,10059,0.1,97.56,10.38,4.87
2026-05-16,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.01,27.33,22.0,20.68,10,3,141,3758,0.17,19.03,1.91,1.06
2026-05-16,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,35.81,40.76,79.85,75.06,30,8,398,11314,0.09,67.52,7.64,4.69
2026-05-16,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,51.4,58.51,181.73,170.83,92,31,857,25870,0.06,158.41,14.74,8.58
2026-05-16,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,54.23,61.73,139.78,131.39,60,16,775,22133,0.07,118.5,14.08,7.2
2026-05-16,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.49,15.36,5.99,5.63,3,1,104,3275,0.13,5.01,0.74,0.24
2026-05-17,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,46.75,53.22,86.03,80.87,55,15,519,12803,0.09,71.24,10.54,4.25
2026-05-17,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,30.82,35.08,32.68,30.72,13,3,181,4876,0.17,28.09,3.06,1.53
2026-05-17,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,42.36,48.22,74.33,69.87,36,10,424,11773,0.1,63.28,7.52,3.53
2026-05-17,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.99,28.45,30.03,28.23,16,4,192,5305,0.13,25.14,2.96,1.93
2026-05-17,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,33.59,38.24,92.82,87.25,42,11,210,5201,0.16,79.83,9.15,3.84
2026-05-17,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,55.0,62.61,149.83,140.84,68,19,786,20442,0.07,127.23,14.43,8.17
2026-05-17,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,59.89,68.17,164.46,154.59,94,28,998,29763,0.06,138.12,17.54,8.8
2026-05-17,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,15.14,17.23,3.21,3.02,1,0,84,2210,0.18,2.71,0.33,0.17
2026-05-18,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,41.78,47.56,81.14,76.27,41,12,597,14197,0.07,68.69,7.96,4.49
2026-05-18,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,29.21,33.25,35.9,33.75,14,4,266,7609,0.11,30.36,4.12,1.42
2026-05-18,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,31.89,36.3,66.39,62.41,33,10,399,13148,0.08,57.11,5.63,3.65
2026-05-18,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.0,27.32,25.78,24.23,11,4,160,3862,0.15,21.61,2.78,1.39
2026-05-18,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,31.91,36.32,70.06,65.86,30,8,456,10835,0.07,60.49,6.05,3.52
2026-05-18,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,55.0,62.61,116.81,109.8,59,17,550,17501,0.1,101.98,9.23,5.6
2026-05-18,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,48.33,55.01,138.26,129.96,70,24,372,12099,0.13,117.26,13.83,7.17
2026-05-18,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.34,16.32,5.78,5.43,2,1,143,3311,0.1,4.89,0.61,0.28
2026-05-19,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,44.11,50.21,98.04,92.16,52,13,490,13562,0.09,83.48,8.0,6.56
2026-05-19,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,30.06,34.22,57.19,53.76,26,9,250,6922,0.12,49.27,5.6,2.32
2026-05-19,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,36.08,41.07,55.73,52.39,27,8,301,7848,0.12,47.81,5.52,2.4
2026-05-19,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,26.08,29.69,14.55,13.68,7,2,174,5777,0.15,12.46,1.23,0.86
2026-05-19,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,35.82,40.77,74.18,69.73,36,9,276,6544,0.13,62.43,8.13,3.62
2026-05-19,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,45.28,51.54,150.91,141.86,76,23,566,17930,0.08,127.4,15.48,8.03
2026-05-19,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,59.04,67.21,175.31,164.79,90,29,656,16620,0.09,152.91,15.68,6.72
2026-05-19,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,12.46,14.18,5.07,4.77,2,1,96,3182,0.13,4.23,0.61,0.23
2026-05-20,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,40.79,46.43,66.36,62.38,38,12,680,17529,0.06,55.96,7.05,3.35
2026-05-20,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,30.79,35.05,33.97,31.93,16,5,205,5154,0.15,28.98,3.5,1.49
2026-05-20,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,39.87,45.38,87.38,82.14,41,13,399,11934,0.1,73.84,9.28,4.26
2026-05-20,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,22.56,25.68,31.11,29.24,14,4,113,2886,0.2,26.34,2.77,2.0
2026-05-20,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,31.64,36.02,44.54,41.87,17,5,316,8211,0.1,36.79,5.19,2.56
2026-05-20,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,51.48,58.6,147.15,138.32,70,22,515,13859,0.1,127.16,12.44,7.55
2026-05-20,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,55.0,62.61,168.94,158.8,94,22,786,18626,0.07,143.3,15.84,9.8
2026-05-20,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.93,16.99,15.06,14.16,6,2,107,2492,0.14,13.11,1.41,0.54
2026-05-21,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,42.07,47.89,65.73,61.79,33,11,526,11818,0.08,55.19,6.86,3.68
2026-05-21,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,32.59,37.1,46.61,43.81,17,5,362,9568,0.09,39.05,5.53,2.03
2026-05-21,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,39.59,45.07,54.38,51.12,34,8,247,5996,0.16,47.54,4.47,2.37
2026-05-21,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,21.16,24.09,15.68,14.74,7,2,132,4071,0.16,13.2,1.62,0.86
2026-05-21,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,32.32,36.79,17.18,16.15,6,2,359,8932,0.09,14.86,1.74,0.58
2026-05-21,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,46.29,52.69,87.88,82.61,43,12,772,23749,0.06,75.5,7.93,4.45
2026-05-21,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,57.84,65.84,178.97,168.23,90,31,643,18419,0.09,153.17,18.2,7.6
2026-05-21,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.79,15.7,10.36,9.74,4,1,92,2918,0.15,8.9,1.06,0.4
2026-05-22,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,43.17,49.14,69.48,65.31,40,12,480,11198,0.09,58.85,6.76,3.87
2026-05-22,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,28.76,32.74,36.63,34.43,13,4,240,6448,0.12,30.25,4.08,2.3
2026-05-22,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,40.01,45.54,54.89,51.6,23,5,308,8016,0.13,47.81,4.69,2.39
2026-05-22,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,21.25,24.19,17.62,16.56,8,3,106,2654,0.2,15.37,1.44,0.81
2026-05-22,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,33.9,38.59,82.89,77.92,34,10,377,9124,0.09,70.81,9.19,2.89
2026-05-22,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,44.34,50.47,104.01,97.77,56,18,554,17215,0.08,89.44,10.25,4.32
2026-05-22,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,55.21,62.85,132.57,124.62,59,15,613,14628,0.09,114.99,12.72,4.86
2026-05-22,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.82,15.73,5.69,5.35,2,1,99,2870,0.14,4.98,0.47,0.24
2026-05-23,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,39.16,44.58,81.05,76.19,37,11,979,23922,0.04,67.17,8.42,5.46
2026-05-23,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,30.79,35.05,44.51,41.84,17,5,385,11634,0.08,37.8,3.77,2.94
2026-05-23,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,38.39,43.7,70.82,66.57,37,10,384,10454,0.1,59.38,7.2,4.24
2026-05-23,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,27.5,31.3,15.06,14.16,7,2,183,4243,0.15,12.31,2.01,0.74
2026-05-23,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,38.24,43.53,72.51,68.16,32,9,765,18582,0.05,60.67,7.68,4.16
2026-05-23,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,48.62,55.34,125.66,118.12,64,18,540,14946,0.09,103.12,13.46,9.08
2026-05-23,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,54.93,62.53,141.61,133.11,66,20,687,17483,0.08,118.83,14.34,8.44
2026-05-23,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.62,16.64,14.66,13.78,6,2,162,3953,0.09,12.33,1.39,0.94
2026-05-24,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,48.51,55.22,96.02,90.26,59,17,539,15945,0.09,82.1,9.67,4.25
2026-05-24,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,30.94,35.22,29.22,27.47,11,4,206,6454,0.15,24.92,3.16,1.14
2026-05-24,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,39.66,45.14,94.48,88.81,43,14,496,11707,0.08,81.12,8.4,4.96
2026-05-24,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,26.33,29.97,33.33,31.33,16,5,146,4352,0.18,28.28,3.07,1.98
2026-05-24,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,35.63,40.56,15.89,14.94,5,1,254,7701,0.14,13.56,1.69,0.64
2026-05-24,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,54.58,62.13,139.68,131.3,81,26,910,23278,0.06,118.16,12.83,8.69
2026-05-24,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,60.41,68.76,161.5,151.81,71,24,549,14244,0.11,138.54,16.5,6.46
2026-05-24,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.38,16.37,7.76,7.29,4,1,96,2318,0.15,6.66,0.69,0.41
2026-05-25,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,41.37,47.09,107.47,101.02,54,15,460,14246,0.09,93.79,10.05,3.63
2026-05-25,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,27.36,31.14,38.57,36.26,14,5,304,8559,0.09,32.32,3.97,2.28
2026-05-25,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,40.5,46.1,70.35,66.13,31,9,675,15033,0.06,59.58,7.37,3.4
2026-05-25,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.08,27.41,27.36,25.72,12,4,172,4970,0.14,22.55,3.12,1.69
2026-05-25,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,34.09,38.8,22.34,21.0,9,2,310,9428,0.11,18.55,2.45,1.34
2026-05-25,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,46.08,52.45,81.97,77.05,42,12,768,21911,0.06,68.94,8.67,4.36
2026-05-25,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,63.3,72.05,175.68,165.14,100,24,528,12481,0.12,149.39,18.03,8.26
2026-05-25,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.12,14.93,8.51,8.0,3,1,94,2583,0.14,7.36,0.78,0.37
2026-05-26,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,42.12,47.95,31.01,29.15,14,4,702,18103,0.06,25.56,3.81,1.64
2026-05-26,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,29.49,33.57,39.66,37.28,13,4,295,9045,0.1,34.12,3.74,1.8
2026-05-26,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,38.61,43.95,61.76,58.05,23,6,297,8334,0.13,51.96,6.84,2.96
2026-05-26,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,23.08,26.27,20.85,19.6,8,3,288,7200,0.08,17.88,2.16,0.81
2026-05-26,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,35.39,40.28,79.69,74.91,30,7,295,6590,0.12,69.28,6.6,3.81
2026-05-26,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,48.5,55.21,127.46,119.81,73,21,606,14974,0.08,108.74,10.93,7.79
2026-05-26,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,61.24,69.71,180.78,169.93,83,19,680,19466,0.09,152.31,19.01,9.46
2026-05-26,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,12.57,14.31,6.4,6.02,3,1,74,1726,0.17,5.53,0.52,0.35
2026-05-27,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,42.61,48.5,86.91,81.7,48,13,609,15566,0.07,75.82,7.01,4.08
2026-05-27,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,29.51,33.59,26.99,25.37,10,3,369,9217,0.08,22.7,2.91,1.38
2026-05-27,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,41.82,47.6,133.24,125.25,61,21,465,12281,0.09,117.0,11.73,4.51
2026-05-27,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,22.36,25.45,28.45,26.74,14,4,132,3209,0.17,23.89,3.17,1.39
2026-05-27,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,32.61,37.12,30.66,28.82,12,4,217,6439,0.15,25.51,3.6,1.55
2026-05-27,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,49.32,56.14,147.68,138.82,85,28,705,16248,0.07,122.2,17.82,7.66
2026-05-27,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,57.7,65.68,155.96,146.6,79,26,641,17105,0.09,132.4,14.23,9.33
2026-05-27,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,16.07,18.29,18.7,17.58,8,3,115,2970,0.14,15.71,2.14,0.85
2026-05-28,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,41.58,47.33,102.74,96.58,54,14,520,16430,0.08,86.8,10.21,5.73
2026-05-28,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,26.5,30.16,30.29,28.47,11,3,294,9228,0.09,25.74,2.83,1.72
2026-05-28,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,37.69,42.9,62.71,58.95,30,9,343,10529,0.11,55.42,4.92,2.37
2026-05-28,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,23.9,27.21,13.64,12.82,7,2,299,6767,0.08,11.66,1.29,0.69
2026-05-28,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,38.48,43.8,58.07,54.59,25,8,962,22586,0.04,48.86,6.13,3.08
2026-05-28,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,51.69,58.84,42.49,39.94,22,7,646,18898,0.08,35.8,4.31,2.38
2026-05-28,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,61.93,70.49,163.72,153.9,80,26,619,17403,0.1,138.75,16.15,8.82
2026-05-28,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.66,16.69,11.64,10.94,4,1,209,6436,0.07,9.99,1.1,0.55
2026-05-29,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,43.67,49.71,117.43,110.38,75,21,1092,35821,0.04,97.61,12.37,7.45
